Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,12676,2022-08-09,-0.003908582,-0.049809,-0.049400109,21,100
Market-Adjusted Model,12680,2022-08-09,0.1631205822,0.1431378891,0.1176290546,21,100
Market-Adjusted Model,12681,2022-08-09,0.0325150068,-0.012219715,-0.012976521,21,100
Market-Adjusted Model,12684,2022-08-09,0.1060383328,0.0628351005,0.0605468051,21,100
Market-Adjusted Model,12690,2022-08-09,-0.022727287,-0.066854098,-0.068218815,21,100
Market-Adjusted Model,12693,2022-08-09,-0.006847289,-0.048244369,-0.052338817,21,100
Market-Adjusted Model,12697,2022-08-09,-0.125748459,-0.162825473,-0.171239986,21,100
Market-Adjusted Model,12699,2022-08-09,-0.030612268,-0.06130153,-0.076103796,21,100
Market-Adjusted Model,12717,2022-08-09,0.0540166418,0.0096366194,0.0085251141,21,100
Market-Adjusted Model,12741,2022-08-09,0.0572873051,0.0106088604,0.0117957775,21,100
Market-Adjusted Model,12745,2022-08-09,0.1631205889,0.1148947199,0.1176290613,21,100
Market-Adjusted Model,12747,2022-08-09,0.0735056407,0.0258163906,0.0280141131,21,100
Market-Adjusted Model,12748,2022-08-09,0.0511639492,0.0042381355,0.0056724215,21,100
Market-Adjusted Model,12751,2022-08-09,-0.015564191,-0.057997018,-0.061055719,21,100
Market-Adjusted Model,12753,2022-08-09,0.0475127128,0.0008870678,0.0020211852,21,100
Market-Adjusted Model,12754,2022-08-09,0.0472993887,0.0042657282,0.001807861,21,100
Market-Adjusted Model,12756,2022-08-09,0.0736401763,0.0277700178,0.0281486486,21,100
Market-Adjusted Model,12759,2022-08-09,0.0160838844,-0.029800344,-0.029407643,21,100
Market-Adjusted Model,12781,2022-08-09,0.0383861818,-0.006655271,-0.007105346,21,100
Market-Adjusted Model,12783,2022-08-09,0.2355674306,0.1696767235,0.1900759029,21,100
Market-Adjusted Model,12786,2022-08-09,-0.075160469,-0.113959436,-0.120651997,21,100
Market-Adjusted Model,12788,2022-08-09,0.1799307859,0.1364436288,0.1344392582,21,100
Market-Adjusted Model,12789,2022-08-09,-0.469938634,-0.574431805,-0.515430161,21,100
Market-Adjusted Model,12796,2022-08-09,0.0004164989,-0.041965965,-0.045075029,21,100
Market-Adjusted Model,12799,2022-08-09,,,,21,48
Market-Adjusted Model,12826,2022-08-09,0.0101365661,-0.031545289,-0.035354962,21,100
Market-Adjusted Model,12828,2022-08-09,-0.091275144,-0.133850344,-0.136766671,21,100
Market-Adjusted Model,12832,2022-08-09,-0.011898715,-0.057974478,-0.057390243,21,100
Market-Adjusted Model,12839,2022-08-09,0.1540785441,0.1003574451,0.1085870164,21,100
Market-Adjusted Model,12840,2022-08-09,-0.044078527,-0.079593605,-0.089570055,21,100
Market-Adjusted Model,12841,2022-08-09,0.0114978063,-0.034231989,-0.033993721,21,100
Market-Adjusted Model,12842,2022-08-09,0.0108423513,-0.03484696,-0.034649176,21,100
Market-Adjusted Model,12844,2022-08-09,-0.009183323,-0.053969368,-0.05467485,21,100
Market-Adjusted Model,12847,2022-08-09,0.0122740157,-0.033324037,-0.033217512,21,100
Market-Adjusted Model,12852,2022-08-09,-0.035071431,-0.07687874,-0.080562958,21,100
Market-Adjusted Model,12867,2022-08-09,0.013211122,-0.03214952,-0.032280406,21,100
Market-Adjusted Model,12868,2022-08-09,0.0047411119,-0.039744913,-0.040750416,21,100
Market-Adjusted Model,12870,2022-08-09,0.0059594144,-0.040151983,-0.039532113,21,100
Market-Adjusted Model,12871,2022-08-09,0.0079999921,-0.016246561,-0.037491536,21,100
Market-Adjusted Model,12872,2022-08-09,0.172421633,0.1167565727,0.1269301053,21,100
Market-Adjusted Model,12874,2022-08-09,0.0049045283,-0.040869123,-0.040586999,21,100
Market-Adjusted Model,12875,2022-08-09,0.0281302183,-0.016830251,-0.017361309,21,100
Market-Adjusted Model,12876,2022-08-09,0.0562408974,0.0096662236,0.0107493698,21,100
Market-Adjusted Model,12877,2022-08-09,-0.124293802,-0.168771594,-0.169785329,21,100
Market-Adjusted Model,12880,2022-08-09,-0.185621318,-0.23224202,-0.231112845,21,100
Market-Adjusted Model,12885,2022-08-09,0.0979438005,0.0503970788,0.0524522728,21,100
Market-Adjusted Model,12886,2022-08-09,-0.227272769,-0.290853522,-0.272764296,21,100
Market-Adjusted Model,12890,2022-08-09,-0.053333282,-0.097539495,-0.098824809,21,100
Market-Adjusted Model,12895,2022-08-09,0.0531161484,0.0063062501,0.0076246208,21,100
Market-Adjusted Model,12899,2022-08-09,0.0090296877,-0.036595981,-0.03646184,21,100
Market-Adjusted Model,12902,2022-08-09,0.0107527111,-0.035244109,-0.034738817,21,100
Market-Adjusted Model,12904,2022-08-09,-0.012198902,-0.058140849,-0.05769043,21,100
Market-Adjusted Model,12905,2022-08-09,0.0003454786,-0.040002869,-0.045146049,21,100
Market-Adjusted Model,12912,2022-08-09,0.1161481616,0.084529155,0.0706566339,21,100
Market-Adjusted Model,12913,2022-08-09,-0.097483453,-0.141471528,-0.14297498,21,100
Market-Adjusted Model,12919,2022-08-09,-0.256145029,-0.318012093,-0.301636557,21,100
Market-Adjusted Model,12920,2022-08-09,0.0416666692,-0.001686673,-0.003824858,21,100
Market-Adjusted Model,12923,2022-08-09,0.0486336352,0.0072575741,0.0031421076,21,100
Market-Adjusted Model,12927,2022-08-09,-0.061469711,-0.092121342,-0.106961238,21,100
Market-Adjusted Model,12928,2022-08-09,0.0318225656,0.0036915243,-0.013668962,21,63
Market-Adjusted Model,12948,2022-08-09,0.0251652976,-0.01947246,-0.02032623,21,100
Market-Adjusted Model,12949,2022-08-09,0.0309833488,-0.014611813,-0.014508179,21,100
Market-Adjusted Model,12953,2022-08-09,0.0115176238,-0.03226174,-0.033973904,21,100
Market-Adjusted Model,12961,2022-08-09,-0.137254892,-0.176565942,-0.18274642,21,100
Market-Adjusted Model,12974,2022-08-09,0.0518346532,0.0055884531,0.0063431255,21,100
Market-Adjusted Model,12975,2022-08-09,0.0438009568,-0.001737194,-0.001690571,21,100
Market-Adjusted Model,12978,2022-08-09,0.0991840694,0.0502086299,0.0536925417,21,100
Market-Adjusted Model,12979,2022-08-09,0.0067661118,-0.039273193,-0.038725416,21,100
Market-Adjusted Model,12980,2022-08-09,0.0098142699,-0.036081078,-0.035677258,21,100
Market-Adjusted Model,12981,2022-08-09,-0.032540895,-0.073984577,-0.078032423,21,100
Market-Adjusted Model,12982,2022-08-09,-0.003984052,-0.034276484,-0.04947558,21,100
Market-Adjusted Model,12991,2022-08-09,-0.037127514,-0.081309587,-0.082619041,21,100
Market-Adjusted Model,12994,2022-08-09,0.0588756811,0.0134929302,0.0133841535,21,100
Market-Adjusted Model,12996,2022-08-09,-0.004187139,-0.050102657,-0.049678667,21,100
Market-Adjusted Model,12997,2022-08-09,0.0228871983,-0.019450268,-0.022604329,21,100
Market-Adjusted Model,12998,2022-08-09,0.0262030134,-0.015407451,-0.019288514,21,100
Market-Adjusted Model,12999,2022-08-09,0.0318081408,-0.01258916,-0.013683387,21,100
Market-Adjusted Model,13000,2022-08-09,0.0148911926,-0.030150213,-0.030600335,21,100
Market-Adjusted Model,13001,2022-08-09,0.0286782463,-0.013152119,-0.016813281,21,100
Market-Adjusted Model,13002,2022-08-09,0.0895049592,0.0431538852,0.0440134315,21,100
Market-Adjusted Model,13006,2022-08-09,-0.079691562,-0.125325442,-0.12518309,21,100
Market-Adjusted Model,13007,2022-08-09,0.0780940625,0.0308743652,0.0326025349,21,100
Market-Adjusted Model,13016,2022-08-09,0.017450485,-0.028042581,-0.028041043,21,100
Market-Adjusted Model,13019,2022-08-09,0.1940963099,0.1525086794,0.1486047822,21,100
Market-Adjusted Model,13023,2022-08-09,0.0095266357,-0.036073798,-0.035964892,21,100
Market-Adjusted Model,13024,2022-08-09,0.020905195,-0.025088443,-0.024586333,21,100
Market-Adjusted Model,13025,2022-08-09,0.0052555446,-0.040498252,-0.040235983,21,100
Market-Adjusted Model,13026,2022-08-09,-0.009474943,-0.055073943,-0.054966471,21,100
Market-Adjusted Model,13027,2022-08-09,0.0362874868,-0.009822592,-0.009204041,21,100
Market-Adjusted Model,13029,2022-08-09,0.0343166075,-0.009890103,-0.01117492,21,100
Market-Adjusted Model,13030,2022-08-09,-0.126086948,-0.159469092,-0.171578476,21,100
Market-Adjusted Model,13031,2022-08-09,-0.224869726,-0.232815551,-0.270361254,21,100
Market-Adjusted Model,13032,2022-08-09,0.1103767241,0.1228438286,0.0648851964,21,100
Market-Adjusted Model,13033,2022-08-09,0.0431605768,-0.003073428,-0.002330951,21,100
Market-Adjusted Model,13034,2022-08-09,0.1355072324,0.0839421717,0.0900157047,21,100
Market-Adjusted Model,13035,2022-08-09,0.140569371,0.0897202372,0.0950778433,21,100
Market-Adjusted Model,13038,2022-08-09,-0.180477028,-0.201096164,-0.225968556,21,100
Market-Adjusted Model,13046,2022-08-09,0.1670467619,0.1119640841,0.1215552343,21,100
Market-Adjusted Model,13076,2022-08-09,0.0975813043,0.0483188963,0.0520897767,21,100
Market-Adjusted Model,13079,2022-08-09,0.0178249014,0.0025270734,-0.027666626,21,100
Market-Adjusted Model,13084,2022-08-09,0.0118701504,-0.034255985,-0.033621377,21,100
Market-Adjusted Model,13085,2022-08-09,0.0987282322,0.0519590637,0.0532367045,21,100
Market-Adjusted Model,13089,2022-08-09,0.0454071109,-0.000262229,-0.000084417,21,100
Market-Adjusted Model,13092,2022-08-09,0.0194016269,-0.024903871,-0.026089901,21,100
Market-Adjusted Model,13102,2022-08-09,0.091756667,0.0435503051,0.0462651393,21,100
Market-Adjusted Model,13103,2022-08-09,-0.01880049,-0.050523987,-0.064292018,21,100
Market-Adjusted Model,13105,2022-08-09,0.055831103,0.0101093856,0.0103395753,21,100
Market-Adjusted Model,13107,2022-08-09,-0.248520741,-0.273795399,-0.294012269,21,100
Market-Adjusted Model,13108,2022-08-09,-0.012404505,-0.032095452,-0.057896033,21,100
Market-Adjusted Model,13111,2022-08-09,0.1411126171,0.0951227539,0.0956210894,21,100
Market-Adjusted Model,13114,2022-08-09,-0.03444107,-0.078425354,-0.079932597,21,100
Market-Adjusted Model,13116,2022-08-09,0.2696442469,0.2007130248,0.2241527192,21,100
Market-Adjusted Model,13122,2022-08-09,0.0574265934,0.0115183483,0.0119350657,21,100
Market-Adjusted Model,13124,2022-08-09,-0.026722392,-0.037418219,-0.07221392,21,100
Market-Adjusted Model,13126,2022-08-09,-0.010319393,-0.054043918,-0.05581092,21,100
Market-Adjusted Model,13129,2022-08-09,0.1193666625,0.0758668177,0.0738751348,21,100
Market-Adjusted Model,13130,2022-08-09,-0.035294078,-0.081427187,-0.080785605,21,100
Market-Adjusted Model,13131,2022-08-09,0.0420931332,-0.002546586,-0.003398395,21,100
Market-Adjusted Model,13132,2022-08-09,0.0128677686,-0.027994352,-0.032623759,21,100
Market-Adjusted Model,13137,2022-08-09,-0.002523043,-0.048625298,-0.048014571,21,100
Market-Adjusted Model,13138,2022-08-09,0.0066725994,-0.039458915,-0.038818928,21,100
Market-Adjusted Model,13142,2022-08-09,0.0427510045,0.0030694946,-0.002740523,21,100
Market-Adjusted Model,13159,2022-08-09,0.1547856376,0.1342776251,0.1092941099,21,100
Market-Adjusted Model,13168,2022-08-09,0.3351035412,0.2681717565,0.2896120135,21,100
Market-Adjusted Model,13176,2022-08-09,0.0413259617,-0.004769407,-0.004165566,21,100
Market-Adjusted Model,13180,2022-08-09,0.063013701,0.0215581272,0.0175221734,21,100
Market-Adjusted Model,13181,2022-08-09,-0.016861349,-0.059102941,-0.062352877,21,100
Market-Adjusted Model,13182,2022-08-09,0.0306324455,-0.014562478,-0.014859082,21,100
Market-Adjusted Model,13188,2022-08-09,0.0443238758,-0.000457438,-0.001167652,21,100
Market-Adjusted Model,13189,2022-08-09,0.0229436702,-0.023014077,-0.022547857,21,100
Market-Adjusted Model,13190,2022-08-09,2.0788715E-9,-0.045511869,-0.045491526,21,100
Market-Adjusted Model,13193,2022-08-09,0.075040322,0.0274780194,0.0295487943,21,100
Market-Adjusted Model,13196,2022-08-09,0.0496551925,0.0098314925,0.0041636648,21,100
Market-Adjusted Model,13198,2022-08-09,-0.005668063,-0.04413694,-0.051159591,21,100
Market-Adjusted Model,13202,2022-08-09,0.089285737,0.0575639243,0.0437942093,21,100
Market-Adjusted Model,13206,2022-08-09,-0.017828181,-0.061061571,-0.063319708,21,100
Market-Adjusted Model,13210,2022-08-09,0.3577161937,0.2733269214,0.312224666,21,100
Market-Adjusted Model,13211,2022-08-09,-0.046234372,-0.08861154,-0.0917259,21,100
Market-Adjusted Model,13214,2022-08-09,-0.025743179,-0.064250562,-0.071234707,21,100
Market-Adjusted Model,13217,2022-08-09,-0.02587887,-0.070519764,-0.071370398,21,100
Market-Adjusted Model,13219,2022-08-09,0.0535000887,0.0082511607,0.0080085611,21,100
Market-Adjusted Model,13220,2022-08-09,0.0683928706,0.0209634265,0.0229013429,21,100
Market-Adjusted Model,13221,2022-08-09,0.0020656199,-0.012385133,-0.043425908,21,100
Market-Adjusted Model,13228,2022-08-09,-0.001169275,-0.046643545,-0.046660803,21,100
Market-Adjusted Model,13229,2022-08-09,0.034171283,-0.011584925,-0.011320245,21,100
Market-Adjusted Model,13230,2022-08-09,0.0288247481,-0.009890642,-0.01666678,21,100
Market-Adjusted Model,13233,2022-08-09,0.0461537891,0.001963093,0.0006622615,21,100
Market-Adjusted Model,13234,2022-08-09,0.1212686794,0.071871648,0.0757771517,21,100
Market-Adjusted Model,13235,2022-08-09,0.0961824751,0.0467641539,0.0506909474,21,100
Market-Adjusted Model,13236,2022-08-09,0.1003993261,0.0528394185,0.0549077985,21,100
Market-Adjusted Model,13240,2022-08-09,-0.015284898,-0.061335962,-0.060776426,21,100
Market-Adjusted Model,13241,2022-08-09,-0.011494389,-0.05727801,-0.056985916,21,100
Market-Adjusted Model,13242,2022-08-09,-0.008404364,-0.054290166,-0.053895892,21,100
Market-Adjusted Model,13244,2022-08-09,0.19820617,0.1469392526,0.1527146423,21,100
Market-Adjusted Model,13245,2022-08-09,0.0483670565,0.0019782834,0.0028755288,21,100
Market-Adjusted Model,13246,2022-08-09,0.0201007976,-0.02511664,-0.02539073,21,100
Market-Adjusted Model,13249,2022-08-09,-0.142193175,-0.18848176,-0.187684702,21,100
Market-Adjusted Model,13252,2022-08-09,0.030025239,-0.015230909,-0.015466289,21,100
Market-Adjusted Model,13253,2022-08-09,0.2778257256,0.221207264,0.232334198,21,100
Market-Adjusted Model,13254,2022-08-09,0.030906597,-0.014746413,-0.014584931,21,100
Market-Adjusted Model,13260,2022-08-09,0.0737705452,0.0300933888,0.0282790175,21,100
Market-Adjusted Model,13262,2022-08-09,1.2264973774,1.1116226899,1.1810058498,21,100
Market-Adjusted Model,13265,2022-08-09,0.5783540212,0.4824563049,0.5328624935,21,100
Market-Adjusted Model,13268,2022-08-09,-0.018501909,-0.064145575,-0.063993437,21,100
Market-Adjusted Model,13273,2022-08-09,-0.009527288,-0.055374408,-0.055018815,21,100
Market-Adjusted Model,13278,2022-08-09,-0.038473115,-0.080560649,-0.083964643,21,100
Market-Adjusted Model,13279,2022-08-09,0.0036542241,-0.020428605,-0.041837304,21,100
Market-Adjusted Model,13284,2022-08-09,-0.042656829,-0.084167823,-0.088148357,21,100
Market-Adjusted Model,13286,2022-08-09,0.1928134955,0.1338102582,0.1473219678,21,100
Market-Adjusted Model,13293,2022-08-09,0.0248474681,-0.019138205,-0.02064406,21,100
Market-Adjusted Model,13296,2022-08-09,0.0761124613,0.0283977706,0.0306209336,21,100
Market-Adjusted Model,13300,2022-08-09,-0.009939887,-0.055887291,-0.055431414,21,100
Market-Adjusted Model,13301,2022-08-09,0.1250705707,0.085737731,0.079579043,21,100
Market-Adjusted Model,13302,2022-08-09,-0.054986257,-0.098477077,-0.100477785,21,100
Market-Adjusted Model,13303,2022-08-09,-0.049777712,-0.079037576,-0.09526924,21,100
Market-Adjusted Model,13305,2022-08-09,-0.04479472,-0.081205686,-0.090286248,21,100
Market-Adjusted Model,13308,2022-08-09,0.0071987559,-0.038629899,-0.038292772,21,100
Market-Adjusted Model,13310,2022-08-09,0.0679915921,0.0215659693,0.0225000645,21,100
Market-Adjusted Model,13315,2022-08-09,0.0822199651,0.0433833608,0.0367284374,21,100
Market-Adjusted Model,13318,2022-08-09,0.1242194814,0.0919493228,0.0787279538,21,100
Market-Adjusted Model,13321,2022-08-09,0.1285956634,0.0820793748,0.0831041357,21,100
Market-Adjusted Model,13322,2022-08-09,0.0330715192,-0.013189265,-0.012420009,21,100
Market-Adjusted Model,13323,2022-08-09,0.305925407,0.2437886511,0.2604338794,21,100
Market-Adjusted Model,13324,2022-08-09,-0.061320697,-0.074409542,-0.106812225,21,100
Market-Adjusted Model,13325,2022-08-09,-0.194980645,-0.24604069,-0.240472173,21,100
Market-Adjusted Model,13326,2022-08-09,0.1395705309,0.0939622532,0.0940790032,21,100
Market-Adjusted Model,13328,2022-08-09,-0.289415236,-0.312330393,-0.334906764,21,100
Market-Adjusted Model,13332,2022-08-09,0.0382848377,-0.005914148,-0.00720669,21,100
Market-Adjusted Model,13337,2022-08-09,0.3661033963,0.2856455363,0.3206118686,21,100
Market-Adjusted Model,13341,2022-08-09,0.1152554928,0.0648036055,0.0697639651,21,100
Market-Adjusted Model,13343,2022-08-09,-0.127772889,-0.168036188,-0.173264416,21,100
Market-Adjusted Model,13344,2022-08-09,0.0300695979,-0.014156468,-0.01542193,21,100
Market-Adjusted Model,13345,2022-08-09,-0.000242071,-0.045567088,-0.045733599,21,100
Market-Adjusted Model,13348,2022-08-09,0.0118291344,-0.033815213,-0.033662393,21,100
Market-Adjusted Model,13350,2022-08-09,-0.023938147,-0.050405684,-0.069429674,21,100
Market-Adjusted Model,13351,2022-08-09,0.0309103687,-0.014430182,-0.014581159,21,100
Market-Adjusted Model,13353,2022-08-09,0.0207939632,-0.023309176,-0.024697564,21,100
Market-Adjusted Model,13356,2022-08-09,0.0591085224,0.0147321737,0.0136169947,21,100
Market-Adjusted Model,13357,2022-08-09,0.0315138692,-0.014334659,-0.013977659,21,100
Market-Adjusted Model,13360,2022-08-09,0.0568754467,0.0099828082,0.011383919,21,100
Market-Adjusted Model,13361,2022-08-09,0.0006383803,-0.045128404,-0.044853147,21,100
Market-Adjusted Model,13364,2022-08-09,0.0107272967,-0.034960888,-0.034764231,21,100
Market-Adjusted Model,13366,2022-08-09,0.0707143142,0.0250646592,0.0252227865,21,100
Market-Adjusted Model,13369,2022-08-09,-0.176991132,-0.211820443,-0.22248266,21,100
Market-Adjusted Model,13375,2022-08-09,-0.110397961,-0.155470028,-0.155889489,21,100
Market-Adjusted Model,13376,2022-08-09,-0.054298697,-0.095746345,-0.099790225,21,100
Market-Adjusted Model,13379,2022-08-09,0.0472135934,0.0061911622,0.0017220657,21,100
Market-Adjusted Model,13380,2022-08-09,0.0864100873,0.0381292226,0.0409185596,21,100
Market-Adjusted Model,13382,2022-08-09,0.0887835911,0.0423295909,0.0432920635,21,100
Market-Adjusted Model,13386,2022-08-09,0.0418171037,-0.004371651,-0.003674424,21,100
Market-Adjusted Model,13387,2022-08-09,0.0253823036,-0.020712406,-0.020109224,21,100
Market-Adjusted Model,13393,2022-08-09,0.0591188747,0.0120337607,0.013627347,21,100
Market-Adjusted Model,13395,2022-08-09,0.1815632483,0.1228798358,0.1360717206,21,100
Market-Adjusted Model,13399,2022-08-09,0.010126574,-0.028293671,-0.035364954,21,100
Market-Adjusted Model,13401,2022-08-09,0.0869565074,0.0554756337,0.0414649797,21,100
Market-Adjusted Model,13403,2022-08-09,0.2127245842,0.1525954588,0.1672330565,21,100
Market-Adjusted Model,13405,2022-08-09,-0.042500705,-0.080658899,-0.087992232,21,100
Market-Adjusted Model,13407,2022-08-09,-0.033243287,-0.070044215,-0.078734814,21,100
Market-Adjusted Model,13410,2022-08-09,0.1499182265,0.098217385,0.1044266988,21,100
Market-Adjusted Model,13411,2022-08-09,0.151376104,0.1301083179,0.1058845763,21,100
Market-Adjusted Model,13412,2022-08-09,-0.093237365,-0.129964629,-0.138728892,21,100
Market-Adjusted Model,13428,2022-08-09,0.04025349,-0.005903643,-0.005238038,21,100
Market-Adjusted Model,13429,2022-08-09,0.0516585555,0.007163351,0.0061670278,21,100
Market-Adjusted Model,13431,2022-08-09,0.127079627,0.0765958133,0.0815880993,21,100
Market-Adjusted Model,13436,2022-08-09,0.0702278355,0.0224752977,0.0247363078,21,100
Market-Adjusted Model,13437,2022-08-09,0.0290272576,-0.015359549,-0.01646427,21,100
Market-Adjusted Model,13438,2022-08-09,0.4225341027,0.3032464882,0.355160348,13,100
Market-Adjusted Model,13439,2022-08-09,0.0601295247,0.0144661762,0.014637997,21,100
Market-Adjusted Model,13441,2022-08-09,0.0056606922,-0.039691703,-0.039830835,21,100
Market-Adjusted Model,13446,2022-08-09,0.0031229626,-0.042403602,-0.042368565,21,100
